;Locality;Type of property;Subtype of property;Price;Number of bedrooms;Livable surface;Kitchen equipment;Number of bathrooms;Number of toilets;Floor of appartment;Number of floors;Balcony;State of the property;Build Year;Surface bedroom 1;Furnished;Surface of living-room;Cellar;Surface kitchen;Entry phone;Elevator;Number of showers;Orientation of the front facade;Number of facades;Terrace;Surface terrace;Surface bedroom 2;Security door;Access for disabled;Sewer Connection;Garden;Surface garden;Surface bedroom 3;Garage
10;1000 Brussels;flat;apartment;375000;1;73;Fully equipped;1;1;;;0;Normal;2013;9,904494905;0;21,38213382;0;7,952414172;1;0;1;;2;1;26;8,017578534;0;0;1;0;;6,509364423;0
11;1000 Brussels;flat;apartment;395000;2;107;Fully equipped;2;1;;;0;Normal;2013;14,51754733;0;31,34093587;0;11,65627831;1;0;1;;2;0;0;11,75179319;0;0;1;0;;9,541123196;0
12;1000 Brussels;flat;apartment;455000;2;107;Fully equipped;1;1;;;0;Normal;2013;14,51754733;0;31,34093587;0;11,65627831;1;0;1;;2;1;12;11,75179319;0;0;1;0;;9,541123196;0
13;1000 Brussels;flat;apartment;470000;2;105;Fully equipped;1;1;;;0;Normal;2013;14,2461913;0;30,75512399;0;11,43840395;1;0;1;;2;1;20;11,53213351;0;0;1;0;;9,362784445;0
14;1000 Brussels;flat;apartment;229000;2;80;Partially equipped;1;1;5;6;0;Excellent;2008;13;0;26;0;13;1;1;1;North-west;2;1;3;9;0;1;1;0;;7,133550053;0
15;1000 Brussels;flat;apartment;199000;1;56;Partially equipped;1;1;1;4;0;Excellent;2010;14;0;25;1;6,100482105;1;1;1;;2;0;0;6,150471204;0;1;1;0;;4,993485037;0
16;1000 Brussels;flat;apartment;749000;2;150;Partially equipped;1;2;1;7;0;Excellent;;22;0;43,93589141;0;16,34057707;1;1;1;;2;1;4;11;0;0;1;0;;13,37540635;0
17;1000 Brussels;flat;duplex;439000;4;205;Partially equipped;2;2;2;3;0;Excellent;;27,81399254;0;60,04571826;0;22,33212199;1;0;1;;2;0;0;22,5151178;0;0;1;0;;18,27972201;0
18;1000 Brussels;flat;studio;180000;;40;Partially equipped;1;1;;;0;Normal;;5,427120496;1;15;0;4,357487218;1;1;1;South;2;1;4;4,393193717;0;0;1;0;;3,566775027;0
19;1000 Brussels;house;residence;348000;2;173;Partially equipped;1;1;;;0;Normal;;23,47229614;0;50,67272809;0;18,84613222;0;0;1;;2;0;0;19,00056283;0;0;1;0;;15,42630199;0
20;1000 Brussels;flat;apartment;310000;1;95;Super equipped;1;2;5;5;0;Normal;;18;0;65;0;10,34903214;1;0;2;;2;0;0;10,43383508;0;0;1;0;;8,471090688;0
21;1000 Brussels;flat;studio;165000;;37;Partially equipped;1;1;2;8;0;Normal;1968;5,020086459;0;24;0;5;1;1;1;;2;0;0;4,063704188;0;0;1;0;;3,2992669;0
22;1000 Brussels;flat;studio;165000;1;36;Partially equipped;1;1;;;0;Fully renovated;1970;4,884408446;0;10,54461394;0;3,921738496;1;0;1;;2;0;0;3,953874345;0;0;1;0;;3,210097524;0
23;1000 Brussels;flat;apartment;399000;2;96;Super equipped;1;1;2;6;0;Normal;2019;17;0;40;1;10;1;1;1;;4;1;9;10;1;1;1;0;;8,560260064;0
24;1000 Brussels;flat;apartment;140000;1;45;Partially equipped;1;1;3;4;0;Excellent;;8;0;19;0;4,90217312;1;0;1;;2;0;0;4,942342932;0;0;1;0;;4,012621905;0
25;1000 Brussels;flat;duplex;560000;1;177;Super equipped;1;1;;3;0;Normal;1920;18;0;60;1;16;1;0;1;;2;1;25;19,4398822;0;1;1;1;125;15,78297949;0
26;1000 Brussels;flat;apartment;295000;3;110;Partially equipped;1;2;1;3;0;Excellent;1900;22;0;35;0;11,98308985;1;0;1;;2;1;7;15;0;0;1;0;;11;0
27;1000 Brussels;flat;apartment;289000;2;90;Super equipped;1;1;1;7;0;Normal;;12;0;27;1;18;1;1;1;;2;0;0;10;1;1;1;0;;8,02524381;0
28;1000 Brussels;house;residence;389000;3;155;Partially equipped;1;2;;;0;Excellent;1957;16;0;23;1;18;0;0;1;South-east;2;1;40;14;0;0;1;0;;7;1
29;1000 Brussels;flat;apartment;149900;1;32;Fully equipped;1;1;;;0;Normal;;4,341696397;0;9,372990168;0;3,485989774;1;0;1;;2;0;0;3,514554974;0;0;1;0;;2,853420021;0
30;1000 Brussels;flat;apartment;830000;3;216;Not equipped;2;1;7;7;0;To be renovated;1968;30;0;63,26768363;1;14;1;1;1;;2;1;45;16;0;0;0;0;;10;0
31;1000 Brussels;house;residence;699000;1;;Partially equipped;1;1;;;0;To be renovated;;;0;;0;;0;0;1;North-west;2;0;0;;0;0;1;0;;;0
32;1000 Brussels;flat;loft;645000;2;180;Partially equipped;2;1;;3;0;Normal;2001;15;0;52,72306969;1;19,60869248;1;1;1;;2;1;25;12;1;0;1;0;;16,05048762;1
33;1000 Brussels;flat;studio;165000;;40;Partially equipped;1;1;2;7;0;Excellent;1996;5,427120496;0;24;1;4,357487218;1;1;1;;3;0;0;4,393193717;0;1;1;0;;3,566775027;0
34;1000 Brussels;flat;penthouse;1249000;4;187;Partially equipped;2;2;3;4;0;New;2021;15;0;54;1;20,37125274;1;1;1;;3;1;73;15;1;1;1;0;;9;1
35;1000 Brussels;flat;apartment;430000;1;77;Super equipped;1;2;1;4;0;New;2021;14;0;35;1;8,388162894;1;1;1;;3;0;0;8,456897905;1;1;1;0;;6,866041926;0
36;1000 Brussels;flat;apartment;279000;1;65;Super equipped;1;1;;5;0;Normal;2002;14;0;26;1;7,080916729;1;1;1;;3;0;0;7,13893979;0;0;1;1;;5,796009418;0
37;1000 Brussels;house;residence;389000;2;100;Super equipped;1;2;;2;0;Normal;;13,56780124;0;29,29059427;0;10,89371804;0;0;1;North-east;2;1;25;10,98298429;0;0;1;0;;8,916937566;0
38;1000 Brussels;flat;apartment;380000;2;80;Super equipped;1;1;1;4;0;Excellent;1930;12;0;29;1;7;1;0;1;;2;0;0;13;0;0;1;0;;7,133550053;0
39;1000 Brussels;flat;ground-floor;349000;1;126;Super equipped;1;2;;3;0;Fully renovated;1900;17;0;44;0;10;1;0;1;;2;1;5;13,83856021;0;0;1;0;;11,23534133;0
40;1000 Brussels;house;residence;315000;3;100;Super equipped;1;2;;2;0;To be renovated;1874;13;0;19;0;10,89371804;0;0;1;;2;0;0;16;0;0;1;0;;12;0
41;1000 Brussels;flat;loft;720000;2;190;Super equipped;1;2;2;6;0;Normal;;16;0;74;1;24;1;1;1;South-east;2;0;0;11;1;0;1;0;;16,94218138;1
42;1000 Brussels;flat;studio;185000;;33;Partially equipped;1;1;;6;0;Normal;2000;4,477374409;1;18;0;3,594926955;1;1;1;North-west;2;1;3;3,624384817;0;0;1;0;;2,942589397;0
43;1000 Brussels;flat;ground-floor;640000;2;110;Super equipped;2;2;;4;0;New;2021;14;0;43;1;11,98308985;1;1;1;;3;1;24;11;1;1;1;1;213;9,808631323;1
44;1000 Brussels;flat;apartment;199000;1;40;Super equipped;1;1;;5;0;Normal;;5,427120496;0;18;0;4,357487218;1;1;1;;2;0;0;4,393193717;0;0;1;0;;3,566775027;0
45;1000 Brussels;flat;apartment;165000;;33;Partially equipped;1;1;;7;0;Normal;2014;4,477374409;1;19;0;3,594926955;1;1;1;North-west;2;0;0;3,624384817;0;0;1;0;;2,942589397;0
46;1000 Brussels;flat;apartment;595000;2;109;Super equipped;1;2;1;4;0;New;2021;15;0;41;1;11,87415267;1;1;1;;3;1;13;12;1;1;1;0;;9,719461947;0
47;1000 Brussels;flat;apartment;785000;3;144;Super equipped;2;2;2;4;0;New;2021;15;0;48;1;15,68695398;1;1;1;;3;1;12;15;0;1;1;0;;9;1
48;1000 Brussels;flat;apartment;239000;2;68;Partially equipped;1;1;;7;0;Normal;2009;9,226104843;1;32;0;7,40772827;1;1;1;South;2;1;1;7,468429319;0;0;1;0;;6,063517545;0
49;1000 Brussels;flat;apartment;185000;1;39;Super equipped;1;1;;8;0;Normal;2010;5,291442484;1;23;0;4,248550037;1;1;1;South-west;3;1;3;4,283363874;0;0;1;0;;3,477605651;0
50;1000 Brussels;flat;apartment;240000;1;62;Partially equipped;1;1;;15;0;Normal;2015;8,412036769;0;18,16016845;0;6,754105187;1;1;1;;2;1;7;6,809450261;0;0;1;0;;5,528501291;0
51;1000 Brussels;house;residence;1490000;5;;Fully equipped;4;6;;;0;Normal;;;0;;0;;0;0;1;;2;0;0;;0;0;1;0;;;0
52;1000 Brussels;flat;apartment;1490000;5;;Fully equipped;4;6;;;0;Normal;;;0;;0;;1;0;1;;2;0;0;;0;0;1;0;;;0
53;1000 Brussels;flat;apartment;220000;1;60;Partially equipped;1;1;2;4;0;To be renovated;;23;0;42;1;7;1;0;1;;2;0;0;19;0;0;1;0;;5,35016254;0
54;1000 Brussels;house;residence;449000;2;250;Partially equipped;1;2;;2;0;To be renovated;1940;30;0;38;0;15;0;0;1;;3;1;16;14;0;0;1;0;;22,29234392;1
55;1000 Brussels;house;mixed-building;550000;;;Partially equipped;1;4;;3;0;Excellent;;;0;;0;;0;0;4;;2;0;0;;0;0;1;0;;;0
56;1000 Brussels;flat;apartment;299000;3;105;Super equipped;1;2;;6;0;Normal;2004;14,2461913;0;30,75512399;0;11,43840395;1;1;1;;2;0;0;11,53213351;0;0;1;0;;9,362784445;0
57;1000 Brussels;house;mixed-building;1350000;6;300;Partially equipped;3;5;;3;0;Normal;1837;40,70340372;0;87,87178282;0;32,68115413;0;0;1;South;2;1;50;32,94895288;0;0;1;0;;26,7508127;0
58;1000 Brussels;flat;studio;220000;;60;Super equipped;1;1;1;4;0;To be renovated;;12;0;32;1;6,536230827;1;0;1;;2;0;0;6,589790576;0;0;1;0;;5,35016254;0
59;1000 Brussels;flat;apartment;200000;1;45;Partially equipped;1;1;;8;0;Normal;2011;6,105510558;1;24;0;4,90217312;1;1;1;;2;1;4;4,942342932;0;0;1;0;;4,012621905;0
60;1000 Brussels;flat;apartment;399000;3;128;Super equipped;2;1;4;4;0;Normal;;17,36678559;0;37,49196067;0;13,9439591;1;0;1;;2;0;0;14,05821989;0;0;1;0;;11,41368008;0
61;1000 Brussels;flat;apartment;520000;2;149;Super equipped;2;2;4;6;0;Excellent;;20,21602385;1;43,64298547;1;16,23163989;1;1;2;;2;1;12;16,3646466;0;0;1;0;;13,28623697;0
62;1000 Brussels;flat;apartment;495000;2;167;Super equipped;2;2;3;6;0;Excellent;;22,65822807;0;48,91529244;1;18,19250913;1;1;2;;2;1;9;18,34158377;0;0;1;0;;14,89128574;0
63;1000 Brussels;flat;apartment;563000;2;;Partially equipped;2;1;;;0;New;;14;0;;0;;1;1;1;;2;0;0;14;0;0;1;0;;;0
64;1000 Brussels;flat;studio;185000;;38;Partially equipped;1;1;4;10;0;Excellent;;5,155764471;0;22;1;7;1;1;1;North;2;1;;4,173534031;0;0;1;0;;3,388436275;0
65;1000 Brussels;flat;apartment;165000;1;48;Fully equipped;1;1;1;;0;Normal;;6,512544595;1;14,05948525;0;5,228984661;1;0;1;;2;0;0;5,27183246;0;0;1;0;;4,280130032;0
66;1000 Brussels;house;residence;595000;5;202;Not equipped;1;2;;3;0;To be renovated;1900;24;0;30;1;8;1;0;1;North-west;2;1;8;14;0;0;1;1;25;22;0
67;1000 Brussels;flat;apartment;395000;1;124;Partially equipped;2;2;2;5;0;Excellent;;27;0;45;1;13,50821037;1;1;1;;2;0;0;13,61890052;1;0;1;0;;11,05700258;0
68;1000 Brussels;flat;apartment;429000;3;110;Partially equipped;1;2;1;7;0;Excellent;1932;16;0;34;1;11;1;1;1;West;2;1;5;21;1;1;1;0;;9;0
69;1000 Brussels;flat;apartment;375000;2;91;Super equipped;1;2;;;0;Normal;1930;12,34669913;0;26,65444079;0;9,91328342;1;1;1;South-east;2;1;15;9,994515706;0;0;1;0;;8,114413185;0
70;1000 Brussels;flat;apartment;840000;3;158;Partially equipped;3;1;;;0;Excellent;;21,43712596;0;46,27913895;0;17,21207451;1;0;1;;2;1;8;17,35311518;0;0;1;0;;14,08876135;0
71;1000 Brussels;flat;loft;550000;3;362;Partially equipped;3;1;3;5;0;Normal;;23;0;106,0319513;0;29;1;1;1;South-west;2;0;0;12;0;0;1;0;;12;1
72;1000 Brussels;house;residence;1400000;4;300;Not equipped;1;1;;4;0;Normal;1743;18;0;87,87178282;0;32,68115413;0;0;1;;2;0;0;15;0;0;0;0;;21;0
73;1000 Brussels;flat;apartment;424000;3;125;Partially equipped;1;1;;;0;To be renovated;;16,95975155;0;34;0;13,61714756;1;1;1;;2;1;9;13,72873037;0;0;1;0;;11,14617196;0
74;1000 Brussels;flat;apartment;265000;1;55;Super equipped;1;1;;4;0;Normal;2009;14;0;16,10982685;1;5,991544924;1;1;1;;2;0;0;6,040641361;1;1;1;0;;4,904315661;0
75;1000 Brussels;flat;apartment;925000;3;190;Super equipped;3;3;1;6;0;Fully renovated;1962;20;0;50;1;12;1;1;1;;3;1;135;18;1;1;1;0;;16;1
76;1000 Brussels;flat;apartment;440000;2;92;Super equipped;1;1;3;4;0;Normal;2002;14;0;30;1;8;1;1;1;;2;0;0;10;0;0;1;0;;8,203582561;1
77;1000 Brussels;flat;ground-floor;390000;2;98;Partially equipped;1;2;;;0;New;2019;13,29644522;0;28,70478239;0;10,67584368;0;0;1;;2;0;0;10,76332461;0;0;0;0;;8,738598815;0
78;1000 Brussels;flat;duplex;425000;1;96;Super equipped;1;1;3;4;0;Fully renovated;1900;30;0;35;1;10,45796932;1;0;1;;2;1;12;10,54366492;0;0;1;0;;8,560260064;0
79;1000 Brussels;flat;penthouse;850000;3;212;Super equipped;1;1;4;4;0;Normal;;28,76373863;0;62,09605986;1;23,09468225;1;1;1;;2;1;43;23,2839267;0;0;1;0;;18,90390764;1
80;1000 Brussels;flat;penthouse;499000;2;115;Partially equipped;1;1;7;7;0;Excellent;;13;0;33,68418342;0;12,52777575;1;0;1;;2;1;30;11;0;0;1;0;;10,2544782;1
81;1000 Brussels;flat;penthouse;610000;3;132;Partially equipped;2;1;;;0;Normal;;17,90949764;0;38,66358444;0;14,37970782;1;0;1;;2;1;;14,49753927;0;0;1;0;;11,77035759;0
82;1000 Brussels;house;residence;525000;6;314;Partially equipped;3;3;;;0;To be renovated;1900;42,60289589;0;91,97246602;0;34,20627466;0;0;1;;2;0;0;34,48657068;0;0;1;0;;27,99918396;0
83;1000 Brussels;house;residence;380000;4;115;Not equipped;2;1;;;0;Normal;;15,60297143;0;33,68418342;0;12,52777575;0;0;1;;2;0;0;12,63043194;0;0;0;0;;10,2544782;0
84;1000 Brussels;house;residence;650000;8;210;Super equipped;1;3;;;0;Normal;;28,4923826;0;61,51024798;0;22,87680789;0;0;2;;2;1;8;23,06426701;0;0;1;0;;18,72556889;0
85;1000 Brussels;flat;apartment;500000;2;113;Partially equipped;1;1;2;;0;Normal;1998;14;0;33,09837153;0;12,30990139;1;1;1;;2;1;3;18;0;0;1;0;;10,07613945;1
86;1000 Brussels;flat;apartment;325000;2;113;Partially equipped;1;1;;6;0;Normal;;15,3316154;0;33,09837153;0;12,30990139;1;1;1;;2;0;0;12,41077225;0;0;1;0;;10,07613945;0
87;1000 Brussels;flat;apartment;380000;1;;Fully equipped;1;1;3;;0;Excellent;;15;1;28;1;12;1;1;1;;2;1;;;0;0;1;0;;;1
88;1000 Brussels;flat;apartment;245000;1;73;Super equipped;1;1;;4;0;Normal;;9,904494905;0;21,38213382;0;7,952414172;1;1;1;;2;1;2;8,017578534;0;0;1;0;;6,509364423;0
89;1000 Brussels;flat;apartment;199000;2;73;Partially equipped;1;1;;7;0;Excellent;;9,904494905;0;25;0;7,952414172;1;1;1;East;2;1;2;8,017578534;0;0;1;0;;6,509364423;0
90;1000 Brussels;flat;apartment;210000;1;50;Super equipped;1;1;;4;0;Normal;;6,78390062;0;14,64529714;0;5,446859022;1;1;1;;2;1;2;5,491492146;0;0;1;0;;4,458468783;0
91;1000 Brussels;flat;apartment;1400000;3;350;Super equipped;2;4;;4;0;Normal;1910;78;0;60;0;15;1;0;1;;2;1;;38,44044502;0;0;1;0;;31,20928148;0
92;1000 Brussels;flat;apartment;325000;2;85;Partially equipped;1;1;1;3;0;Normal;2005;14;0;24,89700513;1;9,259660338;1;1;1;;2;1;3;13;0;1;1;0;;7,579396931;1
93;1000 Brussels;flat;apartment;160000;1;38;Fully equipped;1;1;6;;1;Normal;;5,155764471;1;11,13042582;0;4,139612857;1;1;1;;2;0;0;4,173534031;0;0;1;0;;3,388436275;0
94;1000 Brussels;flat;apartment;225000;2;;Partially equipped;1;1;7;;0;Normal;;;0;;1;;1;0;1;;2;0;0;;0;0;1;0;;;0
95;1000 Brussels;flat;apartment;225000;1;60;Partially equipped;1;1;;8;0;Normal;2011;8,140680744;1;30;0;6,536230827;1;1;1;;2;1;4;6,589790576;0;0;1;0;;5,35016254;0
96;1000 Brussels;flat;penthouse;249000;1;75;Partially equipped;1;1;;5;0;Normal;1940;10,17585093;0;40;0;8,170288533;1;0;1;North-east;2;1;30;8,237238219;0;0;1;0;;6,687703175;0
97;1000 Brussels;flat;apartment;249000;1;75;Partially equipped;1;1;;5;0;Normal;1940;10,17585093;0;40;0;8,170288533;1;0;1;North-east;2;1;30;8,237238219;0;0;1;0;;6,687703175;0
98;1000 Brussels;flat;apartment;420000;2;110;Partially equipped;1;1;3;3;0;Excellent;1990;13;0;33;0;11,98308985;1;0;1;;2;1;25;17;0;0;1;0;;9,808631323;1
99;1000 Brussels;house;mixed-building;985000;4;265;Partially equipped;4;4;;4;0;To be renovated;1897;14;0;35;1;28,86835282;1;0;4;;2;1;10;14;0;0;1;0;;14;1
100;1000 Brussels;house;mixed-building;440000;;;Partially equipped;6;6;;3;0;Normal;;;0;;0;;0;0;6;;2;0;0;;0;0;1;0;;;0
101;1000 Brussels;flat;apartment;195000;1;66;Partially equipped;1;1;;3;0;Excellent;1970;15;0;19,33179222;0;7,189853909;1;1;1;;2;0;0;7,248769633;0;0;1;0;;5,885178794;0
102;1000 Brussels;flat;studio;155000;;31;Partially equipped;1;1;;;0;Normal;2008;4,206018384;0;9,080084225;0;3,377052594;1;0;1;;2;1;5;3,404725131;0;0;1;0;;2,764250646;1
103;1000 Brussels;flat;apartment;230000;3;90;Super equipped;1;1;;22;0;Normal;1973;12,21102112;0;26,36153485;0;9,80434624;1;1;1;;2;1;20;9,884685863;0;0;1;0;;8,02524381;0
104;1000 Brussels;house;mixed-building;569000;3;123;Partially equipped;1;1;;;0;Excellent;;20;0;30;0;13,39927319;1;0;1;;2;0;0;20;0;0;1;0;;10,96783321;0
105;1000 Brussels;flat;apartment;230000;1;55;Super equipped;1;1;1;3;0;Normal;;15;1;26;1;4;1;0;1;;2;0;0;6,040641361;0;0;1;0;;4,904315661;0
106;1000 Brussels;house;residence;555000;4;385;Partially equipped;2;1;;;0;To be renovated;;22;0;18;0;7;1;0;1;North-west;2;0;0;19;0;0;1;0;;22;0
107;1000 Brussels;flat;apartment;895000;4;202;Partially equipped;4;2;;3;0;Normal;;27,4069585;1;59,16700043;0;22,00531045;1;0;1;West;2;0;0;22,18562827;0;0;1;0;;18,01221388;0
108;1000 Brussels;house;mixed-building;549000;2;250;Super equipped;1;3;;3;0;Normal;1937;10;0;73,22648569;0;27,23429511;0;0;1;North-west;2;1;15;10;0;0;1;0;;22,29234392;0
109;1000 Brussels;house;mixed-building;490000;3;150;Partially equipped;3;1;;3;0;To be renovated;;10;0;10;0;16,34057707;0;0;1;East;3;0;0;10;0;0;1;0;;10;0
110;1000 Brussels;flat;apartment;405000;2;98;Partially equipped;1;1;6;6;0;Excellent;1940;18;0;34;1;8;1;1;1;;2;0;0;15;1;1;1;0;;8,738598815;0
111;1000 Brussels;flat;apartment;244000;2;71;Partially equipped;1;1;;6;0;Normal;2009;9,63313888;1;29;0;7,734539811;1;1;1;South;2;1;4;7,797918848;0;0;1;0;;6,331025672;0
112;1000 Brussels;flat;duplex;765000;3;170;Super equipped;2;3;1;2;0;Normal;1600;21;0;35;0;18,51932068;1;0;1;;2;1;55;20;0;0;1;0;;18;0
113;1000 Brussels;flat;apartment;275000;2;80;Super equipped;1;1;1;4;0;Excellent;;11;0;25;0;8,714974435;1;1;1;;2;1;4;14;0;0;1;0;;7,133550053;0
114;1000 Brussels;flat;apartment;330000;2;110;Not equipped;1;1;4;6;0;Normal;1963;16;0;32,2196537;0;11,98308985;0;1;1;;2;0;0;9;0;0;0;0;;9,808631323;0
115;1000 Brussels;flat;apartment;185000;1;33;Super equipped;1;1;;8;0;Normal;2010;4,477374409;1;9,665896111;0;3,594926955;1;1;1;South-west;3;0;0;3,624384817;0;0;1;0;;2,942589397;0
116;1000 Brussels;flat;apartment;255000;2;80;Fully equipped;1;1;;;0;Normal;2015;10,85424099;0;23,43247542;0;8,714974435;1;0;1;;2;0;0;8,786387434;0;0;1;0;;7,133550053;0
117;1000 Brussels;flat;apartment;350000;1;74;Partially equipped;1;1;;7;0;Normal;1932;12;0;30;1;8;1;1;1;;2;0;0;8,127408376;1;0;1;0;;6,598533799;0
118;1000 Brussels;flat;apartment;620000;2;163;Super equipped;2;3;1;;0;New;2000;24;1;68;0;11;1;1;1;;2;1;50;17;1;0;1;0;;15;0
119;1000 Brussels;flat;apartment;325000;2;100;Super equipped;1;1;1;4;0;New;2022;16;0;29,29059427;1;10,89371804;1;1;1;;4;0;0;10;1;1;1;0;;8,916937566;0
120;1000 Brussels;flat;apartment;275000;1;80;Super equipped;1;1;1;4;0;New;2022;14;0;23,43247542;1;8,714974435;1;1;1;;4;0;0;8,786387434;1;1;1;0;;7,133550053;0
121;1000 Brussels;flat;apartment;499000;4;161;Super equipped;3;1;4;4;0;New;2022;19;0;47,15785678;1;17,53888605;1;1;3;;4;0;0;12;0;1;1;0;;10;0
122;1000 Brussels;flat;apartment;559000;3;160;Super equipped;2;1;;;0;Normal;2009;37;0;46,86495084;0;17,42994887;1;0;1;;2;1;15;17,57277487;0;0;1;0;;14,26710011;1
123;1000 Brussels;flat;penthouse;245000;2;116;Fully equipped;1;2;4;4;0;Excellent;;15,73864944;0;33,97708936;1;12,63671293;1;0;1;;2;0;0;12,74026178;0;0;1;0;;10,34364758;0
124;1000 Brussels;house;residence;519000;6;170;Super equipped;1;1;;3;0;Normal;;16;0;49,79401027;1;18,51932068;0;0;6;;2;1;20;16;0;0;1;0;;12;0
125;1000 Brussels;flat;penthouse;470000;2;110;Partially equipped;1;2;;5;0;New;2019;14,92458136;0;35;0;11,98308985;1;1;2;;3;1;106;12,08128272;0;0;1;0;;9,808631323;0
126;1000 Brussels;flat;apartment;215000;1;54;Fully equipped;1;1;;;0;Normal;2012;7,32661267;0;15,81692091;0;5,882607744;1;0;1;;2;0;0;5,930811518;0;0;1;0;;4,815146286;0
127;1000 Brussels;flat;penthouse;1600000;2;220;Partially equipped;2;1;12;12;0;New;2021;29,84916273;0;64,4393074;0;23,9661797;1;0;1;;2;1;36;24,16256544;0;0;1;0;;19,61726265;0
128;1000 Brussels;flat;triplex;380000;4;140;Partially equipped;2;2;1;3;0;Excellent;1925;12;0;16;1;15,25120526;1;0;2;;2;1;5;11;0;0;1;0;;12;0
129;1000 Brussels;flat;studio;120000;1;;Fully equipped;1;1;4;;0;Normal;;;0;;1;;1;0;1;;2;0;0;;0;0;1;0;;;0
130;1000 Brussels;flat;apartment;480000;2;123;Super equipped;1;2;3;4;0;Normal;1957;16;0;32;1;10;1;1;1;;4;0;0;15;0;0;1;0;;10,96783321;1
131;1000 Brussels;flat;apartment;225000;1;71;Partially equipped;1;1;4;8;0;To be renovated;1974;14;0;25;1;9;1;1;1;;2;1;10;7,797918848;1;1;1;0;;6,331025672;1
132;1000 Brussels;house;mansion;3950000;14;1240;Partially equipped;5;6;;;0;Normal;1729;168,2407354;0;363,203369;1;135,0821037;0;0;1;;4;0;0;136,1890052;0;1;1;1;150000;110,5700258;1
133;1000 Brussels;flat;apartment;420000;2;98;Super equipped;1;2;;6;0;New;2019;13,29644522;0;28,70478239;0;10,67584368;1;1;1;South-west;4;1;10;10,76332461;0;0;1;0;;8,738598815;0
134;1000 Brussels;flat;triplex;255000;2;80;Partially equipped;1;1;3;3;0;Normal;1900;14;0;23,43247542;0;8,714974435;1;0;1;;2;0;0;12;0;0;1;0;;7,133550053;0
135;1000 Brussels;flat;triplex;499000;2;140;Super equipped;1;2;;3;0;Normal;1905;15;0;41,00683198;0;9;1;0;1;;2;1;8;15;0;0;1;1;40;12,48371259;0
136;1000 Brussels;flat;loft;249000;1;90;Partially equipped;1;1;;5;0;Normal;;12,21102112;0;26,36153485;0;9,80434624;1;0;1;;2;0;0;9,884685863;0;0;1;0;;8,02524381;1
137;1000 Brussels;flat;loft;315000;1;86;Super equipped;1;1;1;3;0;Normal;;14;0;25,18991108;0;9,368597518;1;0;1;;2;0;0;9,445366492;0;0;1;0;;7,668566307;0
138;1000 Brussels;flat;loft;735000;2;335;Super equipped;2;2;2;4;0;Normal;1896;45,45213415;0;98,12349082;1;36,49395545;1;0;1;;2;0;0;36,79299738;0;1;1;0;;29,87174085;0
139;1000 Brussels;flat;loft;595000;2;160;Partially equipped;2;2;1;4;0;Normal;1900;21;0;58;0;17,42994887;1;1;1;;3;1;25;14;0;1;1;0;;14,26710011;0
